imp_age,imp_educat,imp_female,imp_race,sevhard,sevhealthd,spmpov,spmres
54,2,1,2. Black Non-Hispanic,1,0,0,90817.25
35,4,0,3. Asian Non-Hispanic,0,0,0,33523
43,3,0,5. Hispanic,0,0,0,73186
27,2,0,2. Black Non-Hispanic,1,1,0,33874.789
75,4,1,1. White Non-Hispanic,1,0,0,171209.66
25,3,1,2. Black Non-Hispanic,0,0,1,14618.939
40,4,0,4. Other / MultiRacial,1,0,0,30158.25
72,1,1,5. Hispanic,0,1,1,10097.99
61,3,0,5. Hispanic,0,0,0,64825
62,4,0,1. White Non-Hispanic,0,0,0,150983.02
68,2,1,2. Black Non-Hispanic,0,1,0,53599.945
35,2,0,2. Black Non-Hispanic,1,1,0,43952.84
50,2,1,2. Black Non-Hispanic,0,0,0,45165.25
30,2,1,5. Hispanic,0,0,0,26864
27,3,0,5. Hispanic,0,1,0,113699.48
59,1,0,1. White Non-Hispanic,0,0,0,119016
41,4,1,5. Hispanic,1,1,1,46113.906
40,2,1,5. Hispanic,1,0,0,73707.508
72,2,1,2. Black Non-Hispanic,0,0,0,22390.152
75,4,1,2. Black Non-Hispanic,0,0,1,25994.229
48,4,1,1. White Non-Hispanic,0,0,0,44832.09
38.76478598,2,1,2. Black Non-Hispanic,1,0,1,0
22,2,1,2. Black Non-Hispanic,1,0,0,51969
27,4,1,1. White Non-Hispanic,1,0,0,34410.25
25,4,1,5. Hispanic,1,0,0,80659.266
59,2,1,1. White Non-Hispanic,1,1,1,3094.8445
28,2,1,1. White Non-Hispanic,1,0,1,13642.096
57,4,1,2. Black Non-Hispanic,0,0,0,52994.641
60,4,1,2. Black Non-Hispanic,1,0,1,12317.882
91,2,1,1. White Non-Hispanic,0,1,1,9120.4102
62,3,1,5. Hispanic,1,1,0,35393.539
31,2,1,5. Hispanic,1,1,1,13462.309
24,2,1,5. Hispanic,1,0,0,21065.574
65,4,1,1. White Non-Hispanic,0,0,0,95554.867
60,4,1,1. White Non-Hispanic,1,0,0,110412.04
67,2,1,5. Hispanic,1,1,0,73341.258
24,2,0,2. Black Non-Hispanic,0,1,0,133684.13
51,4,1,1. White Non-Hispanic,0,0,0,275022.47
64,2,1,5. Hispanic,0,1,0,20951.637
19,3,1,5. Hispanic,1,1,1,23715.277
52,3,1,5. Hispanic,0,0,0,69818.25
45,3,1,5. Hispanic,0,0,0,423890
87,2,1,1. White Non-Hispanic,0,0,1,11919.079
45,2,1,5. Hispanic,1,0,0,48574.242
24,3,1,2. Black Non-Hispanic,0,0,0,322576.31
66,4,0,3. Asian Non-Hispanic,0,1,0,423890
25,4,1,5. Hispanic,0,0,0,50994.012
43,4,1,2. Black Non-Hispanic,0,0,0,218474.95
58,3,0,2. Black Non-Hispanic,1,0,1,11570.23
47,3,1,5. Hispanic,0,0,0,34856.074
18,1,1,2. Black Non-Hispanic,0,0,0,44393.59
26,3,1,4. Other / MultiRacial,0,0,0,52463.219
75,3,1,2. Black Non-Hispanic,0,1,0,22637.402
26,2,1,1. White Non-Hispanic,0,0,0,26597.619
29,3,0,3. Asian Non-Hispanic,0,0,0,31655.689
35,4,0,3. Asian Non-Hispanic,0,0,0,273634.41
36,3,1,2. Black Non-Hispanic,0,0,0,49421.652
18,2,1,5. Hispanic,1,0,0,86168.445
24,4,1,1. White Non-Hispanic,0,0,1,0
33,3,1,5. Hispanic,1,1,0,54951.75
25,3,1,5. Hispanic,1,1,0,46553.184
57,4,0,1. White Non-Hispanic,0,0,0,126487.02
42,2,0,5. Hispanic,1,0,1,20380.008
64,1,0,1. White Non-Hispanic,0,1,0,18654.273
70,1,1,5. Hispanic,0,1,0,29253.943
50,4,1,2. Black Non-Hispanic,0,0,0,152909.3
25,4,0,3. Asian Non-Hispanic,0,0,0,75298.977
57,4,1,1. White Non-Hispanic,0,0,0,236216.61
81,3,1,1. White Non-Hispanic,0,0,0,30300
75,4,0,4. Other / MultiRacial,0,0,0,131269.64
79,1,1,5. Hispanic,0,1,0,24543.523
75,1,1,5. Hispanic,1,0,0,35455.762
56,2,1,1. White Non-Hispanic,0,1,0,28795.568
30,3,1,5. Hispanic,0,0,0,55281.352
63,4,1,2. Black Non-Hispanic,1,0,0,37657.25
40,2,1,2. Black Non-Hispanic,1,1,1,13149.043
88,4,1,1. White Non-Hispanic,0,0,0,94612.398
50,4,0,2. Black Non-Hispanic,1,0,0,158921.59
28,4,1,5. Hispanic,1,0,0,155804.59
48,4,1,1. White Non-Hispanic,1,0,0,44984.824
31,4,1,2. Black Non-Hispanic,0,0,0,54693.5
29,2,0,2. Black Non-Hispanic,1,0,1,19558.58
44,4,0,1. White Non-Hispanic,0,0,0,64088.25
27,1,1,5. Hispanic,0,0,0,53578.41
47,4,1,2. Black Non-Hispanic,0,1,0,52467.078
27,4,0,4. Other / MultiRacial,0,0,0,70861
64,1,0,5. Hispanic,1,1,0,50562.02
19,2,0,5. Hispanic,0,0,0,36601.063
44,3,1,2. Black Non-Hispanic,1,0,0,20734.129
53,2,0,1. White Non-Hispanic,0,0,0,81391.969
54,3,1,5. Hispanic,1,0,0,51188
29,1,1,5. Hispanic,1,1,1,20997.455
26,2,0,4. Other / MultiRacial,0,0,0,150158.81
66,4,1,1. White Non-Hispanic,0,0,0,162522.98
24,2,0,5. Hispanic,0,0,0,65853.68
50,3,0,1. White Non-Hispanic,0,1,1,6876
43,3,1,1. White Non-Hispanic,1,0,0,160700
40,4,0,2. Black Non-Hispanic,0,0,0,30678.293
41,4,1,1. White Non-Hispanic,0,0,0,227052.3
57,4,1,1. White Non-Hispanic,0,0,0,87188.047
53,2,1,5. Hispanic,1,0,0,50158.52
43,2,0,5. Hispanic,0,1,1,35555.02
41,4,1,4. Other / MultiRacial,1,0,1,2281
42,3,1,5. Hispanic,1,0,0,104744.94
51,3,1,1. White Non-Hispanic,1,0,1,29506.326
63,3,1,5. Hispanic,1,1,0,20231.273
64,4,1,2. Black Non-Hispanic,0,0,1,23087.041
28,4,1,1. White Non-Hispanic,0,0,0,91766.625
49,1,1,2. Black Non-Hispanic,1,0,0,25626.012
58,3,1,5. Hispanic,0,1,0,36649.5
69,4,1,5. Hispanic,0,1,0,38916.785
60,2,1,5. Hispanic,1,1,0,19738.77
59,3,1,2. Black Non-Hispanic,1,0,0,45025.422
45,4,1,2. Black Non-Hispanic,0,0,0,75573.063
22,3,1,2. Black Non-Hispanic,1,0,0,20762.26
42,1,1,5. Hispanic,1,0,1,21010.455
65,2,1,4. Other / MultiRacial,0,1,1,27.384022
24,3,0,5. Hispanic,0,0,0,20540.916
53,2,1,2. Black Non-Hispanic,1,0,0,52371.895
20,1,0,2. Black Non-Hispanic,1,0,0,60238.77
62,3,1,2. Black Non-Hispanic,1,1,0,49143.863
43,3,1,1. White Non-Hispanic,1,0,0,88805.25
82,2,1,1. White Non-Hispanic,0,0,0,48910.492
64,3,1,1. White Non-Hispanic,0,0,0,69586.219
63,2,1,5. Hispanic,0,1,0,18758.902
52,4,0,1. White Non-Hispanic,0,0,0,100115.7
38,1,1,5. Hispanic,0,1,1,16204.98
65,2,1,2. Black Non-Hispanic,0,0,0,27000
59,2,0,2. Black Non-Hispanic,1,1,0,60935.867
73,2,0,2. Black Non-Hispanic,0,0,1,0
52,4,1,5. Hispanic,0,1,0,115437.88
66,3,0,5. Hispanic,0,0,0,87080.703
64,4,1,2. Black Non-Hispanic,0,0,1,16875
60,3,0,5. Hispanic,1,0,0,24741.25
56,4,0,1. White Non-Hispanic,0,0,1,0
34,1,1,5. Hispanic,0,0,0,29779.055
61,3,0,4. Other / MultiRacial,0,1,0,16758.559
54,2,0,1. White Non-Hispanic,1,0,0,39170.117
48,1,1,5. Hispanic,1,1,0,43811.203
29,3,0,2. Black Non-Hispanic,0,0,0,44819.5
43,4,0,1. White Non-Hispanic,0,1,0,45172.285
32,4,1,5. Hispanic,1,0,0,52346.449
74,3,1,2. Black Non-Hispanic,1,0,0,43006.77
18.16267973,4,1,3. Asian Non-Hispanic,0,0,0,45103.512
31,4,1,2. Black Non-Hispanic,0,0,0,45290.25
40,4,1,1. White Non-Hispanic,1,1,1,18424.307
79,3,1,1. White Non-Hispanic,0,0,0,21392
20,3,0,5. Hispanic,0,0,0,65597.203
41,3,1,2. Black Non-Hispanic,0,0,0,35767.316
60,4,1,2. Black Non-Hispanic,0,0,0,49480.25
53,2,1,5. Hispanic,0,1,0,23698
22,2,1,2. Black Non-Hispanic,0,0,1,3673.0481
23,1,0,5. Hispanic,1,1,1,11840.377
44,2,1,2. Black Non-Hispanic,0,0,0,102287.93
35,2,1,5. Hispanic,0,0,1,7897.2231
47,4,0,5. Hispanic,1,0,1,31980.244
69,4,0,1. White Non-Hispanic,0,0,0,195000
71,4,0,1. White Non-Hispanic,0,1,0,132129.52
69,3,1,2. Black Non-Hispanic,0,0,0,54463.23
71,4,0,1. White Non-Hispanic,0,0,0,29400
42,4,0,3. Asian Non-Hispanic,1,0,0,124447.22
55,4,0,4. Other / MultiRacial,0,1,0,98335.563
36,4,1,1. White Non-Hispanic,0,0,0,222179.8
44,1,0,2. Black Non-Hispanic,1,1,1,10663.55
50,3,1,5. Hispanic,0,0,0,97346.117
37,2,1,2. Black Non-Hispanic,1,0,0,98164.086
42,4,1,3. Asian Non-Hispanic,0,0,0,51061
35,4,1,3. Asian Non-Hispanic,0,0,0,131579.3
54,1,1,5. Hispanic,1,1,0,22995.119
66,3,1,1. White Non-Hispanic,0,0,0,54168.352
70,2,1,5. Hispanic,0,1,0,24476.789
24,4,1,3. Asian Non-Hispanic,1,0,0,102933.98
83,3,0,2. Black Non-Hispanic,0,0,0,90954.078
46,4,1,2. Black Non-Hispanic,0,0,0,33984.25
44,3,1,2. Black Non-Hispanic,1,0,0,87061.375
46,4,1,2. Black Non-Hispanic,0,0,0,47790.25
51,2,1,2. Black Non-Hispanic,1,1,0,23534.164
65,2,1,2. Black Non-Hispanic,0,0,0,30122.424
28,4,1,1. White Non-Hispanic,0,0,0,188167.42
59,3,1,2. Black Non-Hispanic,1,0,0,31621.199
63,4,1,2. Black Non-Hispanic,0,0,0,134879.08
26,4,1,5. Hispanic,0,0,0,112627.74
53,2,0,2. Black Non-Hispanic,1,1,1,19590.5
75,4,1,1. White Non-Hispanic,0,0,0,66000
56,4,1,1. White Non-Hispanic,1,0,0,120455.5
63,3,0,1. White Non-Hispanic,0,0,0,62397.363
60,2,0,1. White Non-Hispanic,0,1,0,20531.998
24,4,0,2. Black Non-Hispanic,0,0,0,50070.883
57,4,0,1. White Non-Hispanic,0,0,0,105617.71
31,4,0,1. White Non-Hispanic,0,0,0,72951.797
21,3,0,2. Black Non-Hispanic,1,1,1,14177.043
37,2,1,1. White Non-Hispanic,0,0,1,21885.684
64,4,1,2. Black Non-Hispanic,0,1,0,43028.043
24,4,0,3. Asian Non-Hispanic,0,0,1,20075
65,4,1,1. White Non-Hispanic,0,0,0,108199.23
23,4,1,3. Asian Non-Hispanic,0,0,0,112045.6
38.75988749,4,1,4. Other / MultiRacial,0,0,0,266618
36,2,0,2. Black Non-Hispanic,1,0,0,28560.039
28,2,0,5. Hispanic,0,0,1,36559.234
58,2,1,5. Hispanic,1,1,0,34856.34
57,4,1,1. White Non-Hispanic,0,0,0,140445.5
55,2,1,1. White Non-Hispanic,1,0,0,124547
62,4,1,2. Black Non-Hispanic,1,0,0,143407.25
47,4,0,5. Hispanic,0,0,1,4302.3901
40,2,0,1. White Non-Hispanic,0,0,0,40268.25
50,4,1,2. Black Non-Hispanic,0,0,0,44336.25
52,4,1,2. Black Non-Hispanic,1,0,0,46584.559
45,3,1,5. Hispanic,1,0,0,56469.328
64,4,1,2. Black Non-Hispanic,1,1,0,83193.633
51,2,1,5. Hispanic,1,1,0,27911.332
60,4,1,5. Hispanic,0,0,0,113803.46
28,1,1,5. Hispanic,0,1,1,5398
47,4,0,1. White Non-Hispanic,0,0,0,423890
29,3,0,1. White Non-Hispanic,0,0,0,33025.43
63,4,1,2. Black Non-Hispanic,0,0,0,103554.79
56,4,0,3. Asian Non-Hispanic,0,0,0,56265.758
30,3,1,1. White Non-Hispanic,1,0,1,5244.54
59,2,1,5. Hispanic,1,0,0,47467.57
27,4,1,2. Black Non-Hispanic,0,0,0,22930.25
32,2,1,5. Hispanic,1,0,0,52497.172
60,4,1,2. Black Non-Hispanic,1,0,0,32229.293
42,4,0,1. White Non-Hispanic,0,0,0,136473.11
28,4,0,2. Black Non-Hispanic,0,0,0,110986.25
46,3,0,1. White Non-Hispanic,0,0,0,115579.14
71,4,0,1. White Non-Hispanic,0,1,0,77528.789
45,3,1,1. White Non-Hispanic,0,1,1,169.2634
59,4,1,1. White Non-Hispanic,0,0,0,91444.023
49,3,1,2. Black Non-Hispanic,0,0,0,30336.25
67,3,0,1. White Non-Hispanic,0,0,0,69626.602
29,2,1,5. Hispanic,0,0,0,42570.723
75,1,1,5. Hispanic,1,1,1,25.110001
28,4,1,2. Black Non-Hispanic,0,0,0,44061.586
54,2,1,5. Hispanic,1,0,0,31937.752
25,3,1,5. Hispanic,0,0,0,77488.766
20,2,0,1. White Non-Hispanic,0,0,0,25378.75
46,2,0,2. Black Non-Hispanic,0,1,1,12181.449
47,2,1,1. White Non-Hispanic,1,1,1,11551.961
57,4,0,1. White Non-Hispanic,0,0,0,35732.391
37,4,0,1. White Non-Hispanic,0,0,0,69262.383
54,1,1,2. Black Non-Hispanic,1,1,0,32082.387
44,1,1,1. White Non-Hispanic,1,1,0,68200.961
57,4,0,4. Other / MultiRacial,1,0,0,73316.188
62,1,0,5. Hispanic,0,1,0,28914.283
20,2,0,2. Black Non-Hispanic,0,1,0,55472.379
22,2,0,2. Black Non-Hispanic,0,0,0,114209.68
57,4,0,2. Black Non-Hispanic,0,1,0,212463.22
94,4,0,1. White Non-Hispanic,0,1,0,35074.98
40,2,1,4. Other / MultiRacial,0,0,0,124667.05
18,1,1,2. Black Non-Hispanic,0,0,1,37175.313
74,2,0,5. Hispanic,0,0,0,58589.035
55,4,0,1. White Non-Hispanic,0,0,0,196121.8
62,4,1,1. White Non-Hispanic,0,0,0,86434.789
63,4,0,2. Black Non-Hispanic,0,0,0,124195.84
40,3,1,1. White Non-Hispanic,1,0,1,15445
55,4,0,1. White Non-Hispanic,0,0,0,153397.05
42,1,1,5. Hispanic,0,0,0,34462.496
66,3,1,2. Black Non-Hispanic,0,0,0,24933.232
42,3,0,1. White Non-Hispanic,0,0,0,39100.25
57,2,0,2. Black Non-Hispanic,0,0,0,52383.5
50,4,1,5. Hispanic,0,0,0,80160.25
52,2,1,4. Other / MultiRacial,0,0,0,42666.227
58,4,1,1. White Non-Hispanic,0,0,0,200832.2
80,2,1,4. Other / MultiRacial,0,0,0,24888.338
45,3,0,1. White Non-Hispanic,0,0,0,78294.07
74,4,0,1. White Non-Hispanic,0,0,0,71000
29,4,0,3. Asian Non-Hispanic,1,0,0,140937.91
67,4,1,2. Black Non-Hispanic,1,1,0,56037.48
36,4,1,1. White Non-Hispanic,1,0,0,97885.047
46,3,0,4. Other / MultiRacial,1,1,0,19582.902
47,2,1,5. Hispanic,0,0,0,67039.07
33,4,1,3. Asian Non-Hispanic,0,0,0,400148.81
31,4,1,5. Hispanic,1,0,0,33653.25
47,4,0,4. Other / MultiRacial,0,0,0,63262.25
56,4,0,2. Black Non-Hispanic,0,0,0,127317.3
57,4,1,5. Hispanic,0,0,1,19420.25
56,4,0,1. White Non-Hispanic,0,0,0,34269.5
62,4,0,5. Hispanic,0,0,0,97583.5
51,2,0,2. Black Non-Hispanic,0,1,1,2538.8999
61,4,0,2. Black Non-Hispanic,0,1,0,49947
30,2,0,4. Other / MultiRacial,0,0,1,21527.025
67,4,1,2. Black Non-Hispanic,0,0,0,160844.25
29,4,1,5. Hispanic,0,0,0,120835.28
57,1,1,5. Hispanic,1,1,1,10579.153
50,3,1,1. White Non-Hispanic,1,0,0,212207.95
60,4,1,5. Hispanic,1,1,0,19296
73,4,0,1. White Non-Hispanic,0,0,0,207400
54,4,0,1. White Non-Hispanic,0,0,0,137533.05
42,4,1,4. Other / MultiRacial,0,0,0,81440.586
25,2,1,2. Black Non-Hispanic,1,1,1,17086.82
18,1,0,1. White Non-Hispanic,1,0,1,2812.1545
52,3,1,1. White Non-Hispanic,0,0,0,48064.25
22,2,1,2. Black Non-Hispanic,0,0,0,60064.141
26,4,1,4. Other / MultiRacial,0,0,0,38290.266
28,1,1,5. Hispanic,1,0,0,46587.402
87,1,1,5. Hispanic,0,0,1,0
30,4,1,5. Hispanic,0,0,0,116478.25
64,3,1,2. Black Non-Hispanic,1,1,1,13092.414
19,1,1,2. Black Non-Hispanic,1,0,0,76631.117
22,2,1,5. Hispanic,1,0,1,33710.281
45,4,1,2. Black Non-Hispanic,0,0,0,50309.266
47,4,1,1. White Non-Hispanic,1,0,0,65163
21,3,0,2. Black Non-Hispanic,0,0,0,25018.408
40,4,1,1. White Non-Hispanic,1,0,1,46492.926
31,2,0,1. White Non-Hispanic,0,0,0,87604.531
48,3,1,1. White Non-Hispanic,1,1,1,17463.568
65,4,1,2. Black Non-Hispanic,1,0,0,143172
35,3,1,1. White Non-Hispanic,1,1,0,50742.555
46,4,1,1. White Non-Hispanic,0,0,0,77694.5
54,3,1,2. Black Non-Hispanic,1,0,0,25663.25
53,3,1,1. White Non-Hispanic,0,0,0,99239.547
51,4,1,1. White Non-Hispanic,0,0,0,168457.42
35,1,1,5. Hispanic,0,1,1,27395.936
41,4,1,3. Asian Non-Hispanic,0,0,0,112525.38
77,2,1,2. Black Non-Hispanic,0,0,1,10700
56,1,1,2. Black Non-Hispanic,1,1,0,19377.523
48,3,1,1. White Non-Hispanic,0,0,0,161604.89
72,2,1,1. White Non-Hispanic,0,1,1,3004.6052
52,3,0,2. Black Non-Hispanic,0,0,0,125306.25
52,4,0,1. White Non-Hispanic,0,0,1,0
57.78850273,1,1,5. Hispanic,1,0,1,0
20,2,0,5. Hispanic,0,0,0,53084.906
49,2,0,2. Black Non-Hispanic,1,0,0,52741.199
53,4,0,1. White Non-Hispanic,0,0,0,85306.102
45,2,1,2. Black Non-Hispanic,1,0,0,44286.375
52,1,0,1. White Non-Hispanic,0,1,0,231926.09
48,4,0,3. Asian Non-Hispanic,1,0,0,73240.5
21,4,1,5. Hispanic,0,0,0,54648.629
58,4,1,2. Black Non-Hispanic,0,0,0,131668.06
28,1,1,5. Hispanic,1,1,0,92914.867
38,3,1,4. Other / MultiRacial,0,0,0,90375.094
33,4,1,1. White Non-Hispanic,0,0,0,47998.25
20,3,0,3. Asian Non-Hispanic,1,0,0,95048.688
42,3,1,5. Hispanic,0,0,0,117783.55
59,1,0,1. White Non-Hispanic,0,0,0,22196.5
42,3,0,5. Hispanic,0,0,0,105891.71
30,2,1,5. Hispanic,1,1,1,13137.043
23,3,0,1. White Non-Hispanic,0,0,0,47319.102
46,4,1,1. White Non-Hispanic,0,0,1,5941.2178
44,2,1,2. Black Non-Hispanic,1,0,0,17890.523
27,3,1,1. White Non-Hispanic,1,0,0,36454.652
23,3,0,1. White Non-Hispanic,0,0,0,144223.86
60,2,0,1. White Non-Hispanic,0,1,0,32953.043
20,3,0,2. Black Non-Hispanic,0,1,0,35854.289
21,3,1,2. Black Non-Hispanic,1,0,0,20159.5
66,3,0,2. Black Non-Hispanic,0,0,0,100000
66,1,1,2. Black Non-Hispanic,1,0,0,97178.133
31,2,1,5. Hispanic,1,0,0,34282.836
20,4,1,3. Asian Non-Hispanic,0,0,0,95794.953
28,3,1,2. Black Non-Hispanic,1,0,0,56204.5
60,4,0,1. White Non-Hispanic,0,0,0,231719.52
55,2,0,2. Black Non-Hispanic,1,1,0,102494.63
37,4,1,5. Hispanic,0,0,0,42883.602
18,2,0,3. Asian Non-Hispanic,0,0,0,153655.25
48,4,1,1. White Non-Hispanic,0,0,0,290458.81
66,4,0,2. Black Non-Hispanic,0,1,0,39605.109
58,3,0,2. Black Non-Hispanic,1,1,0,90100
62,2,1,5. Hispanic,0,0,0,77337.734
84,4,1,4. Other / MultiRacial,0,0,0,78120.68
38,1,1,2. Black Non-Hispanic,0,0,0,42711.316
76,2,1,2. Black Non-Hispanic,0,0,0,96329.242
48,4,1,2. Black Non-Hispanic,1,0,0,74404.547
65,4,0,1. White Non-Hispanic,0,0,1,0
53,3,1,1. White Non-Hispanic,0,0,0,16764.23
42,4,1,5. Hispanic,0,0,0,190919.84
73,2,0,2. Black Non-Hispanic,0,0,1,33666.051
65,3,1,4. Other / MultiRacial,0,0,0,60397.043
46,4,1,1. White Non-Hispanic,0,0,0,79066.102
64,2,1,2. Black Non-Hispanic,0,0,1,1439.7712
62,4,0,3. Asian Non-Hispanic,0,0,0,45910.391
85,4,1,1. White Non-Hispanic,0,0,0,54047.832
22,4,1,3. Asian Non-Hispanic,1,0,1,17565.096
60,3,1,1. White Non-Hispanic,0,1,1,25160
21,4,1,3. Asian Non-Hispanic,0,0,0,88578.703
19,2,0,5. Hispanic,0,0,1,21943.85
44,2,0,1. White Non-Hispanic,0,0,0,52568.379
35,2,1,2. Black Non-Hispanic,1,0,0,22589.039
74,4,1,1. White Non-Hispanic,0,0,0,40618.738
58,3,1,2. Black Non-Hispanic,0,0,0,93099.719
64,4,0,1. White Non-Hispanic,0,0,0,123152.41
85,2,1,1. White Non-Hispanic,0,0,0,71447.188
84,2,0,1. White Non-Hispanic,0,0,0,84592.203
65,2,1,1. White Non-Hispanic,0,0,0,37120.289
53,1,0,5. Hispanic,0,0,0,94415.781
83,4,1,1. White Non-Hispanic,0,0,0,423890
67,4,0,1. White Non-Hispanic,0,1,0,299890.25
78,1,1,5. Hispanic,0,0,1,0
42,4,1,1. White Non-Hispanic,0,0,0,78488.273
30,4,1,2. Black Non-Hispanic,0,0,0,42358.25
56,2,0,5. Hispanic,1,0,0,38874.25
45,4,0,1. White Non-Hispanic,0,0,1,0
31,1,1,2. Black Non-Hispanic,1,0,0,25201.799
19,3,1,3. Asian Non-Hispanic,1,0,0,54708.75
23,4,1,5. Hispanic,1,0,0,95638.664
80,1,1,5. Hispanic,0,1,1,9637.4805
73,4,0,1. White Non-Hispanic,0,1,0,185778.27
64,1,0,2. Black Non-Hispanic,0,0,1,26508.52
48,4,1,5. Hispanic,0,1,0,221669.91
66,2,1,5. Hispanic,0,0,0,26294.256
20,3,0,2. Black Non-Hispanic,0,0,1,16889.861
84,3,1,2. Black Non-Hispanic,0,0,0,21840.902
46,3,1,2. Black Non-Hispanic,1,0,1,12326.103
70,4,1,1. White Non-Hispanic,0,0,0,423890
51,3,0,5. Hispanic,0,0,0,60167.477
49,1,1,2. Black Non-Hispanic,0,0,0,34050.492
67,2,1,1. White Non-Hispanic,0,0,0,135763
31,4,0,1. White Non-Hispanic,0,0,0,30844.92
53,4,0,1. White Non-Hispanic,0,0,0,100384.1
59,4,0,1. White Non-Hispanic,1,1,0,17890.523
90,1,1,1. White Non-Hispanic,0,0,0,54789.891
66,3,1,1. White Non-Hispanic,0,0,1,4300
52,4,1,1. White Non-Hispanic,0,0,0,97826.367
80,2,1,1. White Non-Hispanic,0,0,0,23234.719
18,2,0,4. Other / MultiRacial,0,0,0,44567.027
24,4,0,5. Hispanic,0,0,1,19624.42
32,4,1,1. White Non-Hispanic,0,0,0,146592.78
21,2,1,5. Hispanic,1,0,0,47688.852
72,2,1,2. Black Non-Hispanic,0,1,1,23630.264
45.08817987,3,1,1. White Non-Hispanic,0,0,0,43410.75
23,2,1,2. Black Non-Hispanic,1,1,1,19834.307
55,3,0,2. Black Non-Hispanic,1,1,0,28355.582
64,4,0,1. White Non-Hispanic,0,0,0,119950.62
39,3,1,2. Black Non-Hispanic,0,0,1,32603.176
57,1,1,5. Hispanic,0,1,0,78058.492
50,2,1,2. Black Non-Hispanic,0,1,0,52487.848
24,4,1,1. White Non-Hispanic,0,1,1,22357.273
51,4,1,1. White Non-Hispanic,0,0,0,66990.945
24,3,1,5. Hispanic,0,1,1,2974.4817
50,4,1,4. Other / MultiRacial,1,1,0,135890.56
27,3,1,1. White Non-Hispanic,0,0,0,56060.395
57,1,0,5. Hispanic,1,1,0,30825.043
64,2,1,2. Black Non-Hispanic,1,1,0,163361.31
26,2,1,5. Hispanic,0,0,1,22572.406
50,3,0,5. Hispanic,1,1,0,55059.57
54,2,1,2. Black Non-Hispanic,0,1,0,35313.043
65,4,0,1. White Non-Hispanic,0,0,0,75114
54,4,1,3. Asian Non-Hispanic,0,0,0,69951.5
39,3,1,2. Black Non-Hispanic,1,0,1,24004.643
65,4,0,1. White Non-Hispanic,0,0,0,38182.164
35,4,1,2. Black Non-Hispanic,0,0,0,60485.852
55,1,1,5. Hispanic,1,0,1,33433.043
48,3,1,1. White Non-Hispanic,1,0,0,28953.336
69,4,0,2. Black Non-Hispanic,0,1,0,126193.13
57,2,1,5. Hispanic,1,1,1,9960
49,1,1,5. Hispanic,0,0,0,24823.5
55,2,0,2. Black Non-Hispanic,0,1,1,8790.7041
64,1,1,5. Hispanic,0,0,0,18599.352
54,3,1,5. Hispanic,1,1,0,25610.449
18,3,1,5. Hispanic,0,0,1,12819.73
33,2,1,2. Black Non-Hispanic,1,0,0,57892.969
39,4,1,5. Hispanic,0,0,0,47110.332
59,1,1,2. Black Non-Hispanic,1,0,1,22812.342
82,4,0,2. Black Non-Hispanic,0,0,0,24124.068
92,2,1,1. White Non-Hispanic,0,1,0,19037.48
71,4,1,1. White Non-Hispanic,0,1,0,83455.508
58,4,1,5. Hispanic,1,0,1,18853.408
62,3,1,5. Hispanic,1,0,0,28194.354
19,2,0,5. Hispanic,1,0,0,42045.355
66,4,0,1. White Non-Hispanic,0,0,0,132850.3
55,4,1,1. White Non-Hispanic,0,0,0,91587.313
20,2,0,1. White Non-Hispanic,0,0,0,126846.11
45.44497156,3,1,2. Black Non-Hispanic,0,0,0,27595.568
29,4,1,5. Hispanic,1,0,0,56369.5
50,2,1,2. Black Non-Hispanic,1,1,0,28366.504
53,4,1,5. Hispanic,1,0,1,366.75
81,4,0,2. Black Non-Hispanic,0,0,0,97687.984
49,3,0,1. White Non-Hispanic,0,0,0,55540.059
54,2,0,2. Black Non-Hispanic,1,0,1,5655.5684
73,4,1,1. White Non-Hispanic,0,0,0,201483.88
36,4,1,1. White Non-Hispanic,0,0,0,53969
40,4,1,1. White Non-Hispanic,1,0,0,85412.273
68,1,0,5. Hispanic,1,1,0,32720.35
36,1,1,5. Hispanic,1,0,1,3331.135
89,2,1,5. Hispanic,0,0,0,40933.402
57,2,1,2. Black Non-Hispanic,1,0,0,87237.648
57,4,0,1. White Non-Hispanic,0,0,0,96678
48,1,0,5. Hispanic,1,1,0,31229.928
24,3,0,2. Black Non-Hispanic,0,0,0,54484.609
55,4,0,1. White Non-Hispanic,0,0,0,68038.703
44,4,1,3. Asian Non-Hispanic,1,0,1,0
54,2,0,2. Black Non-Hispanic,1,1,0,22473.043
37,2,1,1. White Non-Hispanic,0,0,1,52112.547
30,4,1,1. White Non-Hispanic,0,0,0,29753.25
54,4,1,3. Asian Non-Hispanic,0,0,1,10867.73
32,4,1,1. White Non-Hispanic,0,0,1,16021.55
57,3,1,2. Black Non-Hispanic,0,0,0,34081.387
43,4,1,5. Hispanic,1,0,1,2419.8164
59,2,1,5. Hispanic,0,0,0,65661.5
48,3,1,2. Black Non-Hispanic,1,0,0,60709.41
34,3,0,2. Black Non-Hispanic,1,1,0,43217.328
37.27588729,3,1,4. Other / MultiRacial,0,0,0,18935.502
56,3,1,1. White Non-Hispanic,0,0,0,280495.13
32,1,0,5. Hispanic,0,0,1,3183.6379
73,1,1,1. White Non-Hispanic,0,0,0,24844.646
22,2,1,2. Black Non-Hispanic,1,0,0,87073.766
68,4,0,1. White Non-Hispanic,0,0,0,90314.695
