subject_id,adultx,childx,hardscl,p1_age,p1_gender,p1_rel,p2_age,p2_gender,p2_rel,p3_age,p3_gender,p3_rel,p4_age,p4_gender,p4_rel,p5_age,p5_gender,p5_rel,p6_age,p6_gender,p6_rel,p7_age,p7_gender,p7_rel,p8_age,p8_gender,p8_rel,p9_age,p9_gender,p9_rel,personx,problems,qa1,qa8,qa8x,qa9,qa9a,qa9x,qa10,qa10x,qa11,qb1,qb2,qb3,qb6,qc1,qc2,qc3,qc4x,qc4,qc5_1,qc5_2,qc5_3,qc5_4,qc5_5,qc5_6,qc5_7,qc5_8,qc5_9,qc5_10,qc5_11,qc5_12,qc5_12x,qc6,qd1,qd2,qd3,qd4,qd5,qd6,qd7x,qd7,qf1,qf2,qf3,qf4,qf5,qf6,qf7,qf8,qf9,qf10,qg1,qg2,qg2x,qg3,qg4,qg4x,qh1,qh2a,qh2b,qh3,qh4a,qh4b,qh5_1,qh5_2,qh5_3,qh5_4,qh5_5,qh5_6,qh5_7,qh5_8,qh5_9,qh5_10,qh6_1,qh6_2,qh6_3,qh6_4,qh6_5,qh6_6,qh6_7,qh7,qh7a,qh7b,qh9,qh10,qh10f,qh10x,qh18,qh18x,qi1,qi2_asian,qi2_black,qi2_hpa,qi2_natam,qi2_oth,qi2_white,qi3,qi3x,qi4,qi4x,qi5,qi6,qi6a,qi6b,qi8,qi9,qi10,r_age,r_gender,sppart,female,qh19f,qh19x,qb5_6x,qi2_othx,qa1x,qb5_1,qb5_2,qb5_3,qb5_4,qb5_5,qb5_6,qh6_1x_tc,qh6_2x_tc,qh6_3x_tc,qh6_4x_tc,qh6_5x_tc,qh6_6x_tc,qh6_7x_tc,OPM_incneeds_tc,SPM_incneeds_tc,imp_earnhd_tc,imp_earnsp_tc,imp_incret_tc,imp_incdis_tc,imp_incwelf_tc,imp_incui_tc,imp_incsnap_tc,imp_increg_tc,imp_incoth_tc,imp_incothhh_tc,qh1x_tc,qh3x_tc,qh7x_tc,spmpov_tc,opmpov_tc,sevhealth,qweight_p,qweight_pu 
197,3,2,2,80,2,14,39,2,13,2,1,3,1,1,3,,,,,,,,,,,,,,,,5,0,3,1,750,1,1,750,,,3,4,2,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,0,1,2,7,1,2,3,3,0,0,0,0,0,0,2,0,2,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,1,,,1,1,4,400,1,100,1,0,1,0,0,0,0,1,,,,4,1,21,,1,,1,21,2,0,1,,,,,,0,0,0,0,0,0,,,,,,,,1.2461281,1.0178643,0,0,0,0,0,0,0,0,0,35000,,,35000,0,0,1,1339.179687350287,458.7245019749024
199,2,0,3,74,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,,,,,,,,2,3,3,1,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,0,0,2,6,1,1,3,3,0,0,1,0,0,0,3,0,2,,0,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,99,,,,,,,99,,99,,,,,98,,0,0,0,0,0,0,1,1,,,,3,1,8,,1,1,0,74,1,1,0,,,,,,,,,,,,,,,,,,,1.9841986,1.5456903,0,0,27536.707,0,0,0,0,0,0,0,,,,0,0,0,,
200,2,1,1,37,2,1,10,1,3,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,1500,1,98,1500,,,2,1,2,1,1,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,0,0,2,0,1,1,3,3,0,0,0,0,0,0,3,1,1,12,1,1,12,99,,99,99,,99,0,0,0,0,0,0,0,0,0,0,,,,,,,,99,,99,1,99,99,,99,,0,1,0,0,0,0,0,5,,99,,7,99,,,1,,0,40,1,1,0,,,,,,,,,,,,,,,,,,,2.5909784,1.1518358,12827.065,32319.053,0,0,0,0,0,0,0,2735.1611,,,,1,0,0,4689.629241213962,2409.759631733729
201,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,731,1,98,731,,,1,2,2,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,,0,1,3,8,1,1,2,3,1,0,0,0,0,0,2,0,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,60,0,0,1,0,0,0,0,1,,,,3,1,64,,0,0,,81,1,0,0,,,,,,,,,,,,,,,,,,,0,.45691672,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,1760.56956158747,1809.203954390933
202,3,0,,70,2,14,37,2,12,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1000,1,0,350,,,3,2,98,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,,0,0,2,8,1,98,3,3,0,0,0,0,1,0,2,0,1,8,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,98,,0,0,1,0,0,0,0,1,,,,5,1,35,,1,,1,35,2,0,1,1,400,,,,,,,,,,,,,,,,,6.4034748,2.532192,45000,0,0,0,0,0,0,0,0,70000,45000,,70000,0,0,0,670.7566669028571,229.8761320576247
203,1,3,3,9,2,3,6,2,3,3,2,3,,,,,,,,,,,,,,,,,,,4,1,1,1,550,1,98,550,,,2,3,3,0,1,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,1,FOOD STAMPS THREOUGH BEACON ASSN.,5,3,0,0,1,1,2,10,1,2,1,3,1,0,0,1,0,0,2,1,1,12,,,,1,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,1,,,1,,,1,1,1,60,98,,0,0,1,0,0,0,0,6,Jamaica,1,2000,2,1,12,,1,,,26,2,0,1,1,10,,,,0,0,0,0,0,0,,,,,7200,,,.68481421,.91540003,16000,0,0,0,0,0,7200,0,0,0,16000,,0,1,1,1,3199.095912325953,3287.468499590115
204,5,0,,44,1,1,24,2,12,66,2,13,71,1,13,,,,,,,,,,,,,,,,5,1,2,,,,,,1,4000,3,3,4,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,,0,0,1,7,1,1,3,3,98,0,0,0,0,1,2,1,1,12,1,1,6,1,,,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,1,3000,1,0,1,0,0,0,0,4,,1,1991,8,1,29,,1,,1,39,2,1,1,3,2500,,,,,,,,,,,,,,,,,2.0659709,1.0067176,35000,9000,0,0,0,0,0,0,0,15000,35000,9000,15000,0,0,0,639.7525068521783,164.4419424555289
205,3,2,2,6,,3,31,,2,5,,3,80,,14,0,,,0,,,0,,,0,,,0,,,5,0,1,1,879,1,,879,,,3,3,3,1,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,5,3,0,0,1,0,4,8,1,1,3,3,1,0,0,0,0,0,2,1,1,12,1,1,12,99,,6,99,,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,1,1800,1,0,0,0,0,0,0,1,,,,5,1,31,,1,,1,31,1,1,0,3,1200,,,,,,,,,,,,,,,,,5.7332053,4.0855651,37618.047,49192.598,0,0,0,0,0,0,0,74217.891,,,,0,0,1,5397.390873338597,1848.944090484353
206,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,,,,,,1,2000,3,4,2,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,,0,0,2,8,1,2,3,3,1,0,0,0,0,0,2,0,2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,150,0,0,1,0,0,0,0,6,Jamaica,1,1976,3,1,30,,1,,,81,2,0,1,,,,,,,,,,,,,,,,,,,7.0798917,5.2001061,0,0,77956.688,0,0,0,0,0,0,0,,,,0,0,0,1831.912467510537,1882.51765373569
207,2,2,1,38,2,1,1,1,3,3,1,3,,,,,,,,,,,,,,,,,,,4,0,2,,,,,,1,1750,2,3,1,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,1,3,7,1,1,3,3,0,0,0,0,0,0,3,0,1,12,1,1,12,1,,,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,1,1,4,860,1,0,0,0,0,0,0,0,1,1,,,,8,1,14,,1,,,33,1,1,0,2,40,,,,0,0,1,0,0,0,,,,,,,,8.2894659,3.5800412,68003.641,125000,0,0,0,0,0,0,0,0,0,125000,0,0,0,1,3639.154958206555,1869.841920671409
208,2,3,2,61,2,13,14,1,3,9,1,3,8,1,3,0,,,0,,,0,,,0,,,0,,,5,2,1,1,218,1,,218,,,2,2,4,0,0,1,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,1,0,0,0,1,6,1,2,3,3,0,0,0,0,0,0,2,0,2,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,,1,,,,,,1,,,0,,,,1,360,0,0,0,0,0,0,1,1,,,,1,1,35,,0,0,1,35,2,0,1,,,,,,,,,,,,,8796,,,,,,.64204377,.93880284,0,0,0,8796,0,0,0,0,0,8796,,,8796,1,1,2,4809.978722701006,2471.425360154552
209,2,4,2,38,2,1,1,1,3,8,2,3,1,1,3,1,1,3,,,,,,,,,,,,,6,0,1,1,1200,1,1,1200,,,2,4,3,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,1,7,1,2,2,2,1,0,0,1,0,0,2,1,1,12,0,2,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,0,,,,1,200,1,0,0,1,0,0,0,3,,1,1998,3,1,15,,1,,0,43,1,1,0,,,,,,0,0,0,0,0,0,,,,,,,,1.6298325,1.6319485,25000,0,0,0,0,0,0,0,0,25000,25000,,25000,0,0,0,4532.608172570202,2328.909010026428
210,1,1,3,17,1,5,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,220,1,0,220,,,2,4,4,1,,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,,5,4,1,,0,0,1,5,1,2,1,2,0,0,0,0,0,0,2,0,2,,,,,,,,,,,0,1,0,0,1,0,1,1,0,0,,1,,,1,,,98,1,,,,,,98,,1,0,0,0,0,1,0,1,,,,2,1,60,,1,,,60,1,0,0,,,,NY Rican,,,,,,,,,7200,,,192,,,.49543467,.87537587,0,0,0,7200,0,0,192,0,0,640.25391,,,,1,1,2,1677.225045322204,1723.557109362012
211,2,1,2,63,2,14,13,2,6,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,1,4,98,,,,,,,3,3,3,1,,0,,0,,,1,1,0,0,0,0,1,0,0,0,1,1,COLLEGE ADVOCATE,1,3,0,,98,1,3,8,1,1,2,2,3,0,0,3,3,0,3,1,1,6,,,,98,1,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,98,,0,0,1,0,0,0,0,1,,,,2,1,18,,0,1,1,18,1,0,0,1,7,,,,,,,,,,,,,,,,,3.7282209,2.3691735,2941.1233,0,0,0,0,0,0,0,0,65956.398,,,,0,0,1,1142.820007029321,587.1947695182843
212,4,0,1,61,1,1,32,1,10,30,2,14,,,,,,,,,,,,,,,,,,,4,0,2,,,,,,99,,4,2,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,0,0,3,9,1,2,3,3,0,0,0,0,0,0,3,1,1,12,1,1,12,99,,99,99,,99,0,0,0,0,0,0,0,0,0,0,,,,,,,,99,,99,,,,,99,,0,0,0,0,0,0,1,1,,,,6,1,62,,0,1,1,62,2,1,1,1,150,,,,,,,,,,,,,,,,,10.283495,4.6021342,161330.08,12925.457,0,0,0,0,0,0,0,69267.914,,,,0,0,0,3349.449419668492,860.5794988506011
213,3,0,1,58,2,13,64,1,13,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,,,98,,3,4,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,0,0,3,8,1,1,3,3,0,0,0,0,0,0,3,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,1,3000,0,0,1,0,0,0,0,6,Jamaica,1,1986,8,1,26,,1,,1,28,2,0,1,2,100,,,,,,,,,,,,,,,,,8.742135,5.3803291,57000,0,0,0,0,0,0,0,0,100000,57000,,100000,0,0,0,1054.47481978814,361.0870986419321
214,3,3,3,37,2,13,13,2,6,13,2,6,19,2,12,9,1,6,,,,,,,,,,,,,6,1,4,1,250,,1,,,,4,4,2,0,,0,,0,,,0,0,0,0,1,1,0,0,0,0,0,0,,5,3,0,,0,0,2,8,1,4,2,3,0,0,0,0,0,0,3,0,2,,,,,,,,,,,0,0,0,0,1,0,1,1,0,0,,,,,1,,,1,,,,,,,1,0,1,0,1,0,0,0,0,1,,,,3,1,18,,1,,,18,1,0,0,,,,,,,,,,,,,,,,7200,,,.56877428,.93429667,0,0,0,0,0,0,7200,0,0,18000,,,18000,1,1,0,6401.858983367578,2192.9018201205
215,3,1,2,99,1,1,14,1,3,99,1,14,,,,,,,,,,,,,,,,,,,4,0,1,1,1800,98,98,,,,3,3,3,1,0,0,,0,,,0,1,0,1,0,1,0,0,0,,0,0,,98,4,0,0,0,0,1,5,1,1,2,2,1,0,0,0,0,0,2,1,1,9,1,1,10,98,5,,98,4,,0,0,0,0,0,0,0,0,0,0,,,,,,,,98,5,,0,,,,1,5,0,1,0,0,0,0,0,6,Nepal,1,2005,8,1,8,,1,,0,38,2,1,1,3,49,,,,,,,,,,,,,,,,,3.2965128,2.1196709,26822.5,18680.951,0,0,0,0,0,0,0,33840.316,,,,0,0,1,1756.235646741676,601.5834394831431
216,2,0,3,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,800,1,1,800,,,1,3,1,1,,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,5,4,0,,0,1,1,8,1,3,2,2,1,1,0,1,0,1,1,0,1,12,0,1,4,98,3,,98,3,,0,0,0,1,1,0,0,0,0,0,,,,1,1,,,1,,,,,,,1,10,0,0,1,0,0,0,0,1,,,,3,1,26,,1,,1,26,1,1,0,3,120,,,,,,,,,,,,,124800,9600,,,3.6981368,3.1321843,14654.683,11000.472,0,0,0,31200,13200,0,0,0,,,1300,0,0,1,1580.545406454496,811.9320908741738
217,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,,,,,,2,,3,3,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,,0,0,3,6,1,2,3,3,0,0,0,0,0,0,3,0,2,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,98,,0,0,0,0,0,0,1,6,Germany,1,1956,5,1,56,,1,,,76,2,0,1,,,,,,,,,,,,32400,,,,,,,2.942512,2.5018506,0,0,32400,0,0,0,0,0,0,0,,,,0,0,0,3008.070281045964,3091.165930783827
218,4,0,3,56,1,2,24,1,9,21,2,9,,,,,,,,,,,,,,,,,,,4,3,1,1,781,1,1,781,,,3,2,2,1,,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,1,,0,1,1,7,1,2,2,2,1,0,0,1,0,0,1,0,2,,1,1,3,,,,1,,,0,1,1,0,1,0,0,1,0,0,,1,1,,1,,,1,,,,,,,1,0,0,0,1,0,0,0,0,1,,,,5,1,57,,1,,0,57,2,1,1,1,35,,,,,,,,,,,9360,2000,,6000,,,.58527935,.77827549,0,500,0,9360,2000,0,6000,0,0,2000,,500,2000,1,1,2,1460.195924967452,375.1331812266752
219,1,0,3,55,1,15,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,2,4,1,1100,,,,,,1,3,3,1,,1,1,0,,,1,1,1,1,1,1,0,0,0,0,1,0,,3,2,0,,1,1,2,7,1,2,2,2,0,1,0,0,0,0,2,0,1,3,,,,1,,,,,,0,0,1,0,1,0,0,1,0,0,,,1,,1,,,98,98,,,,,,1,0,0,0,1,0,0,0,0,1,,,,4,1,53,,1,,1,53,1,0,0,1,25,,,,,,,,,,,,2400,,2400,,,.41021347,.83991313,2500,0,0,0,2400,0,2400,0,0,0,2500,,,1,1,1,784.1052090236184,402.8827590160457
220,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,1,999,2,3,4,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,5,1,,1,0,2,10,1,2,3,2,0,0,0,0,0,0,2,0,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,545,0,0,1,0,0,0,0,1,,,,3,1,69,,0,0,,69,2,0,1,,,,,,,,,,,,,,,,,,,0,-.036424346,0,0,0,0,0,0,0,0,0,0,,,,1,1,2,1575.878113543641,1619.410545806844
221,2,1,3,53,1,1,17,1,3,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,900,1,98,900,,,2,3,4,1,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,1,1,2,7,1,2,3,3,0,0,0,1,0,0,1,1,1,11,1,1,11,1,,,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,0,,,,1,3000,1,0,0,0,0,0,1,1,,,,3,1,56,,1,,1,56,2,1,1,3,5000,,,,,,,,,,,,,,,,,4.8160172,2.3026259,44000,45000,0,0,0,0,0,0,0,0,44000,45000,0,0,0,1,367.3826276972906,188.7656464437425
222,2,0,2,34,1,9,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,1,2100,5,3,2,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,0,0,1,7,1,1,3,3,0,0,0,0,0,0,2,0,2,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,1,,,,,,,1,,,,,,,1,1500,0,0,1,0,0,0,0,1,,,,8,1,41,,1,,,71,1,0,0,,,,,,,,,,,,20000,,,,,,,3.6028247,2.2988884,0,0,20000,0,0,0,0,0,0,30000,,,30000,0,0,0,2946.061960944607,1513.551045351097
223,2,3,1,42,2,1,17,2,3,13,2,3,11,2,3,,,,,,,,,,,,,,,,5,0,1,1,1500,1,0,1500,,,5,3,1,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,98,1,10,1,1,3,3,0,0,0,0,0,0,3,1,1,6,1,1,12,1,,,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,0,,,,1,500,0,0,0,0,0,1,0,6,Haiti,98,,7,98,,,1,,,46,1,1,0,3,5000,,NUBIAN,,,,,,,,,,,,,,,13.510864,8.7371063,100000,100000,0,0,0,0,0,0,0,170197.67,100000,100000,200000,0,0,1,569.0763570592332,292.5696226187951
224,1,0,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,944,1,,944,,,2,2,2,1,,0,,0,,,0,0,0,0,0,1,0,0,0,0,0,0,,5,2,0,,0,0,2,7,1,1,2,3,0,0,0,0,0,0,3,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,98,,0,0,1,0,0,0,0,1,,,,3,1,50,,1,,0,50,1,0,0,1,300,,,,,,,,,,,,,,,,,1.6073672,.24710663,19200,0,0,0,0,0,0,0,0,0,19200,,,1,0,0,3696.495985397058,3798.608870722717
225,2,0,3,22,1,9,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,1,1,1,949,1,,180,,,2,4,3,1,,0,,0,,,0,0,0,1,1,0,1,0,0,1,0,0,,3,4,0,,1,1,2,6,1,1,2,3,1,0,0,1,0,1,2,1,1,12,,,,1,,,,,,0,0,0,0,1,0,1,0,0,1,,,,,1,,98,1,,,,,,,1,200,0,0,1,0,0,0,0,1,,,,5,1,50,,1,,1,56,2,0,1,1,30,,,,,,,,,,,,,,2340,,,6.5364728,5.411684,18000,0,0,0,0,0,2340,0,64491.734,18000,18000,,18000,0,0,1,1661.222898199273,853.7277512482874
226,2,3,2,29,1,1,5,2,3,4,1,3,1,1,3,,,,,,,,,,,,,,,,5,0,1,1,1450,1,0,1450,,,2,1,1,1,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,2,8,1,2,3,3,0,0,0,0,0,0,2,1,1,12,1,1,5,1,,,1,,,0,1,0,0,1,1,0,1,0,0,,1,,,1,,,1,,,1,1,4,700,1,0,0,0,0,0,0,0,1,6,Israel,1,1985,3,1,28,,0,1,,28,2,1,1,3,100,,,,0,0,1,0,0,0,,1000,,,5400,,,2.9927008,2.5565727,35000,5000,0,1000,0,0,5400,0,0,41000,35000,5000,41000,0,0,0,4927.661179667561,2531.720739054913
227,5,0,3,53,2,13,98,1,13,35,1,12,29,1,12,,,,,,,,,,,,,,,,5,2,1,1,1500,1,98,1500,,,4,3,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,,1,0,1,5,1,2,2,2,1,0,0,1,1,1,1,1,1,8,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,98,3,,,,,,1,15,0,0,1,0,0,0,0,6,Guyana,1,1999,4,1,10,,1,,,24,1,0,0,1,30,,,,,,,,,,,,,,,,,1.1097844,.73469174,20000,0,0,0,0,0,0,0,0,11693.221,20000,,,1,0,1,6656.559825074229,1710.1962015375
228,1,1,3,9,1,3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1000,1,0,1000,,,4,2,2,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,1,1,7,1,3,1,1,1,0,0,1,1,1,1,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,1,1,1,75,1,0,1,0,0,0,0,0,1,6,Argentina,1,2000,3,1,12,,1,,,38,2,0,1,1,150,,,,,,,,,,,,,,,,,1.263823,.68539637,20000,0,0,0,0,0,0,0,0,0,20000,,0,1,0,1,6248.838451504549,6421.457852888402
229,1,2,3,16,2,3,11,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,2,1,1,354,1,,354,,,2,4,2,1,0,1,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,1,0,1,0,1,7,1,2,2,3,1,0,0,3,3,0,1,0,2,,,,,,,,,,,0,0,1,1,1,0,1,1,1,0,,,1,1,1,1,,,,,0,,,,1,24,0,0,1,0,0,0,0,1,,,,4,1,48,,0,1,0,48,2,0,1,,,,,,,,,,,,,,15080,11284,3396,2400,,.94356149,1.3437239,0,0,0,0,3770,11284,3396,2400,0,0,,,,0,1,2,1262.502732386243,1297.3784084981
230,2,0,1,70,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,2,,4,1,1,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,,0,0,3,10,1,1,3,3,0,0,0,0,0,0,3,1,1,12,0,2,,1,,,,,,1,0,0,0,0,0,0,1,0,0,1,,,,,,,1,,,,,,,1,20000,0,0,0,0,0,0,1,1,,,,8,1,12,,1,,,85,1,1,0,3,3000,,,,,,,,,,20000,,,,,,,21.448433,5.4751501,277661.34,0,20000,0,0,0,0,0,0,0,320000,,300000,0,0,0,4459.264998256768,2291.224398213702
231,2,3,,38,1,1,1,2,3,16,2,3,13,1,3,,,,,,,,,,,,,,,,5,0,2,,,,,,1,0,4,1,3,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,4,9,1,1,3,3,0,0,0,0,0,0,99,1,1,12,1,1,12,99,,99,99,,99,0,0,0,0,0,0,0,0,0,0,,,,,,,,99,,99,1,1,3,100,1,2000,0,0,0,0,0,0,1,1,,,,3,1,38,,0,1,,38,2,1,1,,,,,,0,0,0,0,0,0,,,,,,,,8.9066668,5.2477193,132894.97,48011.445,0,0,0,0,0,0,0,63136.246,,,,0,0,0,2242.634243665766,1152.463946709165
232,3,3,2,43,1,1,71,2,13,11,1,3,8,2,3,5,1,3,,,,,,,,,,,,,6,0,2,,,,,,1,2700,4,3,3,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,1,1,1,5,1,3,3,2,0,0,0,0,0,0,2,1,1,12,1,1,12,1,,,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,1,1,4,1800,1,5000,0,0,0,0,0,0,1,1,,,,8,1,40,,1,,,40,2,1,1,3,5000,,,,,,,,,,,,,,,,,8.8476,4.6126442,80000,50000,0,0,0,0,0,0,0,150000,80000,50000,150000,0,0,1,3345.44888288776,1145.954786486967
233,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,99,,99,2,4,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,1,1,1,8,1,1,3,3,0,0,0,0,0,1,3,1,98,,,,,99,,99,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,8000,0,0,0,0,0,0,1,6,Japan,1,1965,8,1,15,,1,,,49,2,0,1,,,,,,,,,,,,,,,,,,,6.3243513,3.5943053,75544.375,0,0,0,0,0,0,0,0,0,,,,0,0,1,847.4470413852201,870.8571202540716
234,1,0,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,0,2,,,,,,99,,1,3,1,1,,0,,0,,,0,1,0,,0,0,0,0,1,0,1,0,,3,4,0,,0,0,2,7,1,2,3,3,0,0,0,0,0,0,3,1,1,10,,,,98,5,,,,,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,2000,0,0,1,0,0,0,0,1,,,,7,1,40,,1,,0,46,1,0,0,3,1500,,,,,,,,,,24000,18000,,,,,,6.3342075,4.3710084,33662.109,0,24000,18000,0,0,0,0,0,0,,,,0,0,1,474.7303646469525,487.8444292847357
235,2,0,3,48,2,13,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,99,,99,0,,,,2,2,2,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,1,1,1,6,1,2,2,2,1,0,0,1,1,0,1,0,2,,,,,,,,,,,0,0,0,1,1,0,1,0,0,0,,,,1,1,,,98,1,,,,,,98,,1,0,0,0,0,1,0,1,,,,5,1,22,,1,,,22,1,0,0,,,,puerto rican,,,,,,,,,,,6000,2400,,,.43279192,.64349014,0,0,0,0,0,6000,2400,0,0,653.74316,,,,1,1,1,8762.509062064959,4502.283349480334
237,2,0,2,20,2,12,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,1,800,1,0,800,,,3,3,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,1,0,2,6,1,2,2,3,0,0,0,0,0,0,2,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,1,,,,,,,1,200,0,1,0,0,0,0,0,1,,,,3,1,23,,1,,1,23,1,0,0,3,1250,,,,,,,,,,,,,,,,,1.626122,1.1335037,10000,0,0,0,0,0,0,0,0,15000,10000,,15000,0,0,1,6049.811746663096,3108.637887169727
238,1,0,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,3,1,1,700,1,,700,,,0,5,4,3,,0,,0,,,0,0,0,1,0,0,0,0,0,0,0,,,5,5,1,,1,1,1,10,1,4,1,1,1,0,0,1,0,0,2,0,2,,,,,,,,,,,0,1,0,0,1,0,0,1,0,0,,1,,,99,,,,,,,,,,99,,1,0,0,0,0,0,0,4,,1,1992,1,1,20,,0,0,0,53,2,0,1,,,,,,,,,,,,,6000,,,,,,.50230223,.63735288,0,0,0,6000,0,0,7159.4775,0,0,0,,,,1,1,2,1760.90293965253,1809.546541771049
